"ModelName_short","Task_short","Cancer","AUROC","AUPRC","Balanced_accuracy","Precision","Recall","Weighted_F1","Sensitivity","Specificity","AUROC_lower","AUROC_upper","AUPRC_lower","AUPRC_upper","Balanced_accuracy_lower","Balanced_accuracy_upper","Precision_lower","Precision_upper","Recall_lower","Recall_upper","Weighted_F1_lower","Weighted_F1_upper","Sensitivity_lower","Sensitivity_upper","Specificity_lower","Specificity_upper","binary_multi","Public","Dataset","Slide_vs_patch_classification","tissue","TaskCategory","TaskCategory_short","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"cTranspath","tumor label","Pan-cancer",0.941337417484728,0.7961709,0.7096097,0.7135054,0.7096097,0.6973883,0.709609973922203,0.951281838407917,0.921534306270802,0.95855238442361,0.74619,0.8487175,0.6510875,0.7702075,0.6470925,0.7788,0.6510875,0.7702075,0.626665,0.7656125,0.651039722844221,0.770177495384445,0.940322682863821,0.962163098068682,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"GPFM","tumor label","Pan-cancer",0.989034099367223,0.942453,0.8675078,0.8715246,0.8675078,0.8642219,0.86750685509448,0.977651025601664,0.982145216513636,0.994758290481958,0.910595,0.9702075,0.8146925,0.9132025,0.82159,0.916315,0.8146925,0.9132025,0.8064975,0.9106025,0.814737271732243,0.913243126941033,0.968254247649346,0.98525309794458,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"mizero bioclinicalbert","tumor label","Pan-cancer",0.973139796703085,0.8754236,0.8170628,0.8229985,0.8170628,0.8018685,0.817061419604791,0.9692597457167,0.96109737581285,0.984321043601267,0.8378975,0.912705,0.769565,0.86401,0.7624,0.875315,0.769565,0.86401,0.7356575,0.8614175,0.769547953474383,0.864026935314709,0.959635916055392,0.978383394124018,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","tumor label","Pan-cancer",0.971633813821311,0.8785909,0.8044412,0.811986,0.8044412,0.7999641,0.804441061346476,0.967132852166881,0.957947991327697,0.982596651317675,0.840185,0.9152025,0.745395,0.8572125,0.754585,0.8660025,0.745395,0.8572125,0.7382975,0.857805,0.745422391540779,0.857211744595783,0.956914861674226,0.976533602543386,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"beit3-L16","tumor label","Pan-cancer",0.979240845794921,0.9102377,0.8396054,0.8385662,0.8396054,0.8364267,0.839604923712569,0.973000845018407,0.967606089555166,0.988630598986966,0.869665,0.94631,0.786795,0.8894075,0.782195,0.8903125,0.786795,0.8894075,0.77829,0.888625,0.7868177715142,0.889411107357776,0.963166887111073,0.981598673497624,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","tumor label","Pan-cancer",0.863034591809193,0.5288151,0.286054,0.2264405,0.286054,0.1669545,0.286055960619195,0.881394505319971,0.835535859255068,0.887642135016768,0.48528,0.5765225,0.2652925,0.3077,0.0908,0.268605,0.2652925,0.3077,0.11009,0.2287175,0.265325427354736,0.307693001443001,0.87419415699664,0.889355943541203,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","tumor label","Pan-cancer",0.92079434325319,0.7212383,0.6747381,0.6985389,0.6747381,0.6583829,0.674739237632138,0.94577688518056,0.898931562217104,0.940287241974315,0.6591975,0.7772325,0.60867,0.7414025,0.62279,0.7691225,0.60867,0.7414025,0.5827975,0.73041,0.608633439794107,0.741396626389298,0.934376531851145,0.957129476620262,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"cTranspath","MTOR","Pan-cancer",0.669666825299048,0.684379043936341,0.6137738,0.6150123,0.6137738,0.6131607,0.663328184986797,0.564222112373067,0.599836169427754,0.737883726937166,0.593650957634442,0.765606869044567,0.554095,0.676815,0.554585,0.6795125,0.554095,0.676815,0.5525825,0.678405,0.57272533022533,0.75,0.474201491163476,0.657413663663664,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"GPFM","MTOR","Pan-cancer",0.750090840506525,0.734881134524305,0.6636477,0.6664045,0.6636477,0.6626065,0.728278974648985,0.599014798732167,0.686412483718739,0.81376739867158,0.641860274750978,0.81800278610491,0.6031925,0.72601,0.6049975,0.7278,0.6031925,0.72601,0.599895,0.727605,0.648134920634921,0.808408018867924,0.508256578947368,0.693712462462462,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"mizero bioclinicalbert","MTOR","Pan-cancer",0.6853284268912,0.687566525781497,0.6297113,0.630903,0.6297113,0.6292304,0.677775212551645,0.581645700967048,0.617472018278814,0.755207252026815,0.593974902847705,0.771110038576169,0.5686,0.6954225,0.569195,0.6968125,0.5686,0.6954225,0.5683625,0.69233,0.587617043412466,0.767873677248677,0.491517989889979,0.672138213680045,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","MTOR","Pan-cancer",0.701429798661275,0.675955742035282,0.6614769,0.6692374,0.6614769,0.6581509,0.767084813763037,0.555866300550465,0.632205609368755,0.771376355100597,0.575123505759874,0.772454577333496,0.6024675,0.71891,0.60709,0.727905,0.6024675,0.71891,0.5969775,0.71731,0.68421052631579,0.844272242559287,0.466071959559917,0.642857142857143,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"beit3-L16","MTOR","Pan-cancer",0.725583892731133,0.710913772714685,0.6589182,0.662983,0.6589182,0.6566949,0.738395116181292,0.579438107274999,0.658222713864307,0.787878575318595,0.610022663956696,0.796901313394939,0.5950775,0.717115,0.59889,0.722905,0.5950775,0.717115,0.590995,0.7178075,0.660372778897234,0.816682692307692,0.486486486486487,0.673141891891892,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","MTOR","Pan-cancer",0.592608819603155,0.611719830786787,0.5502426,0.5552177,0.5502426,0.5401199,0.700245374747816,0.400244323663837,0.510648246865956,0.668434408381086,0.515558508778199,0.704777713779026,0.4821,0.6152,0.480295,0.625615,0.4821,0.6152,0.4697975,0.60773,0.615966972477064,0.784348739495798,0.311296356538712,0.486737009303381,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","MTOR","Pan-cancer",0.622005015971426,0.665136899036754,0.5892923,0.5918857,0.5892923,0.5859365,0.505284749185868,0.673302309836085,0.547883872701686,0.695346140936108,0.573490041130251,0.749876560613408,0.52119,0.6528025,0.5217975,0.6578025,0.52119,0.6528025,0.518895,0.6509125,0.413755293405929,0.596334299050378,0.579822115762193,0.757016150984484,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"cTranspath","P53","Pan-cancer",0.821025088960221,0.815467153456325,0.7808343,0.7816583,0.7808343,0.7798777,0.744055990995457,0.817614388764202,0.757019033041411,0.880245640394089,0.727219670018329,0.889446242174672,0.72118,0.8368,0.723075,0.8359125,0.72118,0.8368,0.7202975,0.835105,0.65625,0.82001282051282,0.735285258681786,0.887560206422018,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"GPFM","P53","Pan-cancer",0.885786223270631,0.889744236961802,0.8055945,0.8054327,0.8055945,0.8053382,0.793868696317397,0.817325149991302,0.834378930667053,0.927886509170976,0.828710938753824,0.939593821675324,0.74678,0.8596,0.747885,0.8583,0.74678,0.8596,0.74549,0.8599025,0.715651260504202,0.864104941638486,0.742850070721358,0.89247311827957,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"mizero bioclinicalbert","P53","Pan-cancer",0.823182566933172,0.807169280019036,0.7536063,0.757858,0.7536063,0.7537417,0.813639371265966,0.693570486497837,0.765991435316533,0.878427764895655,0.725745971091136,0.878172469839746,0.699975,0.8093,0.7015,0.812305,0.699975,0.8093,0.698785,0.8099025,0.736803405572755,0.889910550458716,0.603730265691182,0.785731622746186,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","P53","Pan-cancer",0.835746671550458,0.825627495429493,0.7598224,0.764971,0.7598224,0.7599277,0.825156555249193,0.69449295258272,0.775593032198991,0.8829331007091,0.742187964952354,0.891908250027189,0.6980775,0.81212,0.7031725,0.8175075,0.6980775,0.81212,0.6982875,0.8142025,0.752380952380952,0.89216476913346,0.602038339607688,0.782631107126849,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"beit3-L16","P53","Pan-cancer",0.879036931904889,0.892970207878974,0.8053083,0.80538,0.8053083,0.8047823,0.786199006561544,0.824425564383475,0.828328864354073,0.921085290442676,0.837487974539784,0.936667180257538,0.7495,0.8579425,0.7491975,0.8586175,0.7495,0.8579425,0.74979,0.8558,0.707547169811321,0.858719488939741,0.744668480950025,0.896243435129352,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","P53","Pan-cancer",0.711315566430797,0.677304375810524,0.6571423,0.6830129,0.6571423,0.6484928,0.841738617917582,0.472540720644245,0.63696442993046,0.783203333333333,0.576184436159108,0.779495171731971,0.5964675,0.718635,0.6104975,0.7506175,0.5964675,0.718635,0.5818925,0.7197225,0.759939393939394,0.911772786037492,0.376118119266055,0.574508556891767,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","P53","Pan-cancer",0.716829818830187,0.748342146308602,0.6597345,0.6599775,0.6597345,0.6599547,0.67726306813042,0.642199056303385,0.64469731128853,0.790861133754265,0.663898136823818,0.830058165036718,0.5914975,0.7296025,0.5912975,0.72892,0.5914975,0.7296025,0.5906,0.729705,0.584117562241661,0.766674757281553,0.54639175257732,0.731976625497601,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
