"ModelName_short","Task_short","Cancer","AUROC","AUPRC","Balanced_accuracy","Precision","Recall","Weighted_F1","Sensitivity","Specificity","AUROC_lower","AUROC_upper","AUPRC_lower","AUPRC_upper","Balanced_accuracy_lower","Balanced_accuracy_upper","Precision_lower","Precision_upper","Recall_lower","Recall_upper","Weighted_F1_lower","Weighted_F1_upper","Sensitivity_lower","Sensitivity_upper","Specificity_lower","Specificity_upper","binary_multi","Public","Dataset","Slide_vs_patch_classification","tissue","TaskCategory","TaskCategory_short","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"HIPT","kidney subtype","KIRC + KIRP + KICH",0.910868926280163,0.8187413,0.6823296,0.7418467,0.6823296,0.685479,0.682331769569345,0.894851036399892,0.86057474386939,0.952303010433712,0.73558,0.8980275,0.58689,0.7819125,0.6640825,0.82422,0.58689,0.7819125,0.58657,0.7917325,0.586923068240454,0.781953134514675,0.862145429706905,0.928152535357379,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","kidney subtype","KIRC + KIRP + KICH",0.954454837875615,0.8869301,0.8186484,0.8362239,0.8186484,0.8223057,0.818649536053532,0.940350113299349,0.921210882744813,0.980662403349181,0.813175,0.949315,0.7308975,0.8993025,0.7535525,0.90903,0.7308975,0.8993025,0.732495,0.8995075,0.730929152458085,0.899262079831933,0.909672349521488,0.966754072968993,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","kidney subtype","KIRC + KIRP + KICH",0.953418546277582,0.8853199,0.7678875,0.7973434,0.7678875,0.7768546,0.767886368070916,0.923420441526833,0.922960167403452,0.979378118882994,0.8107625,0.9447125,0.6629775,0.866205,0.719815,0.8736025,0.6629775,0.866205,0.684,0.8643025,0.66294674688057,0.866198760046283,0.891128492293127,0.955533481279425,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","kidney subtype","KIRC + KIRP + KICH",0.929081286781637,0.8377627,0.7522667,0.7976517,0.7522667,0.7642124,0.752267191911619,0.918588112121878,0.886814840196978,0.964546015607484,0.7573875,0.913305,0.65848,0.8455075,0.725975,0.867005,0.65848,0.8455075,0.6774825,0.8506025,0.658447254499886,0.845523083294583,0.886202147866745,0.948974468618865,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","kidney subtype","KIRC + KIRP + KICH",0.944167549960667,0.8775247,0.744926,0.7890778,0.744926,0.7515496,0.744926029056381,0.91542485014088,0.90484615274464,0.975145681515574,0.8047,0.93851,0.6471925,0.835505,0.7053875,0.862315,0.6471925,0.835505,0.6554675,0.83703,0.647214312390396,0.835536088863463,0.883325892857143,0.945560385509118,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","blca hist subtype","BLCA",0.604427660500175,0.650085735722702,0.5929829,0.5964699,0.5929829,0.5891472,0.686569027246789,0.499396859065658,0.447244510520373,0.744939271255061,0.474926772510654,0.799160855384798,0.4783125,0.718605,0.4749975,0.7250025,0.4783125,0.718605,0.463475,0.7154,0.513928571428571,0.843810096153846,0.321428571428571,0.666911764705882,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","blca hist subtype","BLCA",0.637610769980806,0.672261068469883,0.5762612,0.6339496,0.5762612,0.5250294,0.904142768204086,0.248377004043856,0.497979269293924,0.767664093496636,0.510862636751069,0.809218181212858,0.4911725,0.6673175,0.482665,0.775315,0.4911725,0.6673175,0.387985,0.659185,0.785714285714286,1,0.111111111111111,0.405405405405405,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","blca hist subtype","BLCA",0.730920962051472,0.747159888753368,0.6399517,0.7188041,0.6399517,0.6041865,0.939555117561789,0.34034734606906,0.607962308090392,0.844800417510121,0.587735723817974,0.87609987090759,0.5505925,0.73532,0.583275,0.82691,0.5505925,0.73532,0.4686975,0.7375,0.838709677419355,1,0.181818181818182,0.500337837837838,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","blca hist subtype","BLCA",0.534219449814907,0.582483838482524,0.5160132,0.5631589,0.5160132,0.3745572,1,0.0320235913566191,0.389684684684685,0.687290278180238,0.415986454597331,0.74891302279438,0.5,0.5556375,0.210705,0.8145,0.5,0.5556375,0.2347,0.52092,1,1,0,0.111190476190476,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","blca hist subtype","BLCA",0.672493801161404,0.729554515637976,0.6403078,0.6687166,0.6403078,0.6241352,0.846024581194278,0.434592417109706,0.53651598026598,0.801599702380952,0.571413333087062,0.849575370981672,0.537695,0.7477075,0.547555,0.7922,0.537695,0.7477075,0.4998525,0.7471375,0.709582542694497,0.962996031746032,0.277729885057471,0.612903225806452,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","blca hist subtype","BLCA",0.719074770483656,0.755110535490847,0.6237561,0.6319222,0.6237561,0.6183162,0.748245871529769,0.499264989753394,0.597162950479647,0.832414107871888,0.61975364350145,0.871168180154075,0.5102775,0.7344,0.5118725,0.746,0.5102775,0.7344,0.5043525,0.7336075,0.592592592592593,0.88,0.32350569259962,0.666666666666667,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","blca hist subtype","BLCA",0.711425363188728,0.737202667339783,0.5643786,0.6871688,0.5643786,0.4789169,0.969634872670616,0.159120893887816,0.571543366026125,0.841316526610644,0.57574487780995,0.872047130155523,0.4941,0.63751,0.4780225,0.8175375,0.4941,0.63751,0.3297,0.62979,0.896506352087114,1,0.0415865384615385,0.290322580645161,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","blca hist subtype","BLCA",0.681954608297559,0.735302948444788,0.566006,0.6077671,0.566006,0.5192414,0.87762001820627,0.254391652240565,0.540655275041051,0.797828222310981,0.588926232337408,0.85466154626365,0.4728825,0.6622025,0.45362,0.7596375,0.4728825,0.6622025,0.386295,0.6523275,0.757386363636364,0.972990753911807,0.114206349206349,0.40625,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","blca mrna cluster","BLCA",0.799905726647395,0.6876819,0.6564547,0.6611881,0.6564547,0.6580796,0.656454968983761,0.828754321362565,0.71328139921594,0.876924185745803,0.57336,0.799815,0.5475,0.76322,0.54939,0.7676175,0.5475,0.76322,0.5477575,0.77062,0.547513749651907,0.763178564226659,0.771923672942522,0.886066444499273,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","blca mrna cluster","BLCA",0.802655330653953,0.6990003,0.560772,0.5661925,0.560772,0.5455227,0.560771806198957,0.781687096251462,0.710537091734766,0.881548065445234,0.5835875,0.8041175,0.4578175,0.6659525,0.4293625,0.6883175,0.4578175,0.6659525,0.414255,0.668265,0.457768719806763,0.665975703146756,0.724560618449196,0.841086495981945,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","blca mrna cluster","BLCA",0.815372807354733,0.7058407,0.5962322,0.5858154,0.5962322,0.5869594,0.596232141481849,0.79890731235878,0.720466032829733,0.889234080608111,0.5882325,0.8119125,0.47688,0.7056225,0.45989,0.7116125,0.47688,0.7056225,0.45979,0.7092175,0.476911752761533,0.705580929579785,0.737417874396135,0.857039911308204,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","blca mrna cluster","BLCA",0.743116530925373,0.6202893,0.5326884,0.553549,0.5326884,0.5307329,0.532686795805188,0.76642432916132,0.649744340539535,0.832471819783319,0.5073625,0.73965,0.41449,0.6563375,0.42839,0.6850325,0.41449,0.6563375,0.40759,0.6594075,0.414533785055524,0.656359903381643,0.704665377502049,0.828135411198945,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","blca mrna cluster","BLCA",0.822807194420767,0.7154462,0.5938052,0.5963404,0.5938052,0.5854686,0.593805777538377,0.797962083444583,0.740325839794098,0.892408213903685,0.6148925,0.8196,0.4775875,0.6955025,0.47029,0.7106025,0.4775875,0.6955025,0.45715,0.702345,0.477610526048026,0.695459001782531,0.737394770224298,0.852956518388472,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","blca mrna cluster","BLCA",0.808024764127875,0.7157518,0.6261668,0.6379121,0.6261668,0.626934,0.626167078050608,0.81393532009743,0.720370399349937,0.88560335784089,0.6000825,0.8226175,0.5172925,0.7441025,0.5272925,0.74711,0.5172925,0.7441025,0.51289,0.7458075,0.517309042809043,0.744113579403053,0.756051537450678,0.872558449812286,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","blca mrna cluster","BLCA",0.813968067144016,0.7031123,0.6110969,0.6076211,0.6110969,0.6064803,0.611098320846639,0.805668121162141,0.721576537030561,0.893092296995343,0.5900975,0.8191725,0.4874975,0.732115,0.48039,0.7338175,0.4874975,0.732115,0.4828725,0.7314025,0.487484664458349,0.732079219788602,0.744210472454375,0.866617357582032,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","blca mrna cluster","BLCA",0.811997460416802,0.7080343,0.5664925,0.5574968,0.5664925,0.5448395,0.56649205137604,0.783805705504182,0.72536723586962,0.894999645476872,0.5967975,0.823215,0.46518,0.674835,0.4297875,0.6930425,0.46518,0.674835,0.4197675,0.6773325,0.465171799516908,0.674846837094868,0.729293050327438,0.841775412244393,"multi-class","TCGA","TCGA","Slide","bladder","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","mRNA expression cluster: Basal/Squamous, Luminal Infiltrated, and Luminal Papillary","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","ER status","BRCA",0.84127817472313,0.77580473966652,0.8013658,0.8014226,0.8013658,0.8008921,0.82321945012133,0.779516068455374,0.76393579605266,0.913997447272843,0.653510695488238,0.895918648034733,0.72198,0.8714075,0.7240875,0.8714,0.72198,0.8714075,0.723095,0.8707025,0.716973270440252,0.915289548022599,0.673450834879406,0.88,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","ER status","BRCA",0.826045912720313,0.796169380348127,0.767366,0.7676741,0.767366,0.7669536,0.7884909769207,0.746244533472784,0.749353368651265,0.89673241427074,0.676859089090754,0.901115431096521,0.688395,0.84292,0.688785,0.8445125,0.688395,0.84292,0.6885,0.844305,0.676826923076923,0.892340425531915,0.631558704453441,0.857142857142857,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","ER status","BRCA",0.84132713799674,0.811050791282853,0.7325467,0.7325663,0.7325467,0.7322182,0.753863411694878,0.711227513440181,0.764401634867784,0.908793337097685,0.690618531360499,0.904402322574411,0.6535975,0.8070325,0.6535975,0.804105,0.6535975,0.8070325,0.6546,0.802705,0.641509433962264,0.854166666666667,0.596774193548387,0.820987169416077,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","ER status","BRCA",0.808795349435852,0.78274439942217,0.682609,0.7279181,0.682609,0.6603286,0.9101794162796,0.455037238364364,0.725635473278985,0.880118047366352,0.660735360884132,0.884673271335744,0.6068925,0.7506175,0.6409825,0.8058175,0.6068925,0.7506175,0.5681,0.7469275,0.833333333333333,0.980401583710407,0.327861786319955,0.576271186440678,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","ER status","BRCA",0.894155241513091,0.852954284601269,0.8017616,0.814672,0.8017616,0.7974999,0.909565058993056,0.693959539850832,0.824218252798368,0.953407530635676,0.739765775596043,0.962166528524342,0.7260975,0.8731025,0.74017,0.8839075,0.7260975,0.8731025,0.7198925,0.8708,0.826086956521739,0.981481481481482,0.569224137931035,0.806503088538092,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","ER status","BRCA",0.883678575208502,0.858243415450619,0.7746199,0.776412,0.7746199,0.7735861,0.820046146252174,0.729190623819001,0.822009995067901,0.939289596273292,0.753911364127818,0.941970114901136,0.696795,0.851605,0.6999725,0.8539,0.696795,0.851605,0.697,0.853005,0.714285714285714,0.913793103448276,0.622641509433962,0.839285714285714,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","ER status","BRCA",0.863563986121333,0.828380477392496,0.8043708,0.8100148,0.8043708,0.8020816,0.877845901751881,0.730898904059239,0.789733260771586,0.925383366327824,0.708102088625863,0.921708258283247,0.7272925,0.8707,0.7335775,0.8762,0.7272925,0.8707,0.7221975,0.8702,0.787196048632219,0.961556603773585,0.610169491525424,0.835827012478591,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","ER status","BRCA",0.880562945988446,0.877989794612992,0.8219051,0.8279425,0.8219051,0.8196923,0.896119236428323,0.747692819099927,0.816080651753864,0.934634536629625,0.800272317078055,0.938503270144137,0.754165,0.88885,0.75928,0.8952,0.754165,0.88885,0.7462825,0.8879,0.811296356538712,0.96551724137931,0.627118644067797,0.848541383989145,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","ER positive vs ER negative ","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","PAM50 status","BRCA",0.70227484453427,0.469622,0.4261651,0.4334729,0.4261651,0.4048559,0.426164138712193,0.807895825277801,0.61897046184499,0.781027554811056,0.373685,0.57591,0.3197425,0.53181,0.3099775,0.5573175,0.3197425,0.53181,0.292565,0.5174025,0.319719764400976,0.531788341714329,0.773235193204787,0.842729680763973,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","PAM50 status","BRCA",0.740512967532937,0.5658753,0.5040583,0.5195791,0.5040583,0.4926715,0.504055975279159,0.833998222992192,0.658556546650076,0.819709683287963,0.4589,0.6756525,0.3911,0.611045,0.3875775,0.63921,0.3911,0.611045,0.3725475,0.6137225,0.39113290699575,0.611005690176528,0.797184545810746,0.870839930865299,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","PAM50 status","BRCA",0.775455362547273,0.5855233,0.5685641,0.5803955,0.5685641,0.5656868,0.568563905633068,0.85620582970397,0.701681194802304,0.844700188388181,0.4770925,0.695015,0.4580675,0.673815,0.47049,0.690405,0.4580675,0.673815,0.45649,0.6738075,0.458091039316011,0.673808560505542,0.819792634551176,0.89107071864032,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","PAM50 status","BRCA",0.68448017614349,0.5111351,0.4101281,0.3938422,0.4101281,0.397721,0.41012892003625,0.804623208131638,0.596849328213966,0.766330771140857,0.41703,0.61535,0.3134625,0.5201125,0.281785,0.5109275,0.3134625,0.5201125,0.282365,0.516405,0.313470753335399,0.520102111269149,0.768774991073864,0.840965811791671,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","PAM50 status","BRCA",0.731371452951648,0.572239,0.5075624,0.5318712,0.5075624,0.5002166,0.507563910910218,0.836269604472456,0.641785417510749,0.81087426858727,0.455585,0.6804025,0.3991825,0.6124025,0.4172875,0.64209,0.3991825,0.6124025,0.383695,0.6105275,0.399213997109702,0.61237187666135,0.800537301671556,0.8716333140253,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","PAM50 status","BRCA",0.734851733767641,0.5614856,0.4274764,0.4308939,0.4274764,0.4158941,0.42747529223193,0.808040560659404,0.650745296419479,0.81064580951464,0.455665,0.673805,0.3176,0.5330075,0.3146925,0.5464675,0.3176,0.5330075,0.3097825,0.5260025,0.317583133603012,0.533046044886299,0.772929182823815,0.844378748406982,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","PAM50 status","BRCA",0.704211946538062,0.532424,0.4022463,0.3935489,0.4022463,0.3875777,0.402244665440383,0.800371048328813,0.617583087950899,0.790781383066483,0.4299975,0.6411025,0.2892525,0.5072325,0.27659,0.50787,0.2892525,0.5072325,0.2758675,0.503515,0.289263332173801,0.507197347689076,0.765000215976633,0.836785877331548,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","PAM50 status","BRCA",0.715368801972405,0.53313,0.4421214,0.4387359,0.4421214,0.417299,0.442122944750969,0.812561750339594,0.627139194077614,0.796710826874716,0.428885,0.643805,0.3369425,0.552605,0.3195725,0.5677225,0.3369425,0.552605,0.3072725,0.532625,0.336983278766746,0.552650472689076,0.778244265724494,0.847916237739582,"multi-class","TCGA","TCGA","Slide","breast","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Basal, HER2-enriched (HER2E), Luminal A, and Luminal B classification","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","PR status","BRCA",0.714490413716531,0.718096902997927,0.6387928,0.6394391,0.6387928,0.637837,0.67547793496873,0.602110535711881,0.634522590746323,0.792693803096739,0.621397115991624,0.804826543577567,0.566285,0.71035,0.566295,0.71191,0.566285,0.71035,0.5677975,0.7100025,0.571387043189369,0.775,0.5,0.703739316239316,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","PR status","BRCA",0.709823465981841,0.701353028920342,0.639357,0.6397963,0.639357,0.63846,0.673977317009576,0.604733643866958,0.625168208578638,0.787197087497759,0.594664996792427,0.795083308717167,0.568095,0.709315,0.568295,0.7102025,0.568095,0.709315,0.5668875,0.7079375,0.56755748285599,0.768292682926829,0.5,0.697702437657607,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","PR status","BRCA",0.705026379841121,0.682191992532408,0.6502365,0.6507997,0.6502365,0.6492127,0.684786490799672,0.615680563207648,0.623836344008043,0.781939083933969,0.571144448643025,0.781582532054519,0.578075,0.7179225,0.577785,0.71892,0.578075,0.7179225,0.57439,0.716,0.586194581280788,0.787530809859155,0.5,0.723422597212032,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","PR status","BRCA",0.677440905080758,0.663274217022026,0.6355855,0.6369564,0.6355855,0.6335293,0.688979905346925,0.582189311524865,0.596562831414399,0.753022893260807,0.561167908371997,0.76688405910003,0.561785,0.704305,0.562095,0.708315,0.561785,0.704305,0.559185,0.7038075,0.584388528138528,0.785714285714286,0.471229746572497,0.683547532937225,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","PR status","BRCA",0.734128931058226,0.705200960031962,0.722368,0.7251864,0.722368,0.7202709,0.782525057548692,0.662208855616233,0.643306340232875,0.809166892563477,0.599139955585109,0.799315325783187,0.6526,0.7907,0.6572975,0.79331,0.6526,0.7907,0.648,0.7870975,0.682912482065997,0.865894064061122,0.55171308576481,0.761392045454545,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","PR status","BRCA",0.731266357058127,0.723514872346409,0.6939511,0.6938559,0.6939511,0.6937847,0.702684183984264,0.68521674910553,0.653985401853049,0.802333323553765,0.623970200800233,0.811629254257125,0.6251975,0.769105,0.6257,0.76712,0.6251975,0.769105,0.6263975,0.7692,0.60240621577218,0.8,0.583333333333333,0.77906976744186,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","PR status","BRCA",0.726953336918847,0.710415575370044,0.6765127,0.6778585,0.6765127,0.6750065,0.723928777670227,0.629097085254487,0.654421921868262,0.801845571554791,0.610030536162561,0.806672988801992,0.607085,0.74783,0.6073925,0.7484175,0.607085,0.74783,0.6049725,0.7459175,0.630423913043478,0.81578947368421,0.522210144927536,0.733351063829787,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","PR status","BRCA",0.722289759262576,0.715308634729455,0.6668652,0.6672675,0.6668652,0.6661748,0.696202393151664,0.637528273823123,0.643754700498687,0.793957469974291,0.610629063510427,0.806209766550439,0.591695,0.737505,0.591695,0.7364025,0.591695,0.737505,0.5913925,0.738905,0.599945652173913,0.788235294117647,0.524970238095238,0.740282658517953,"binary","TCGA","TCGA","Slide","breast","Biomarker Status Prediction","Biomarker Status Prediction","PR-positive versus PR-negative ","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","IDH","GBM+LGG",0.95416872684417,0.937252219181394,0.9116771,0.9135195,0.9116771,0.911665,0.944529238039479,0.878825421616072,0.921196318201193,0.982660229283399,0.88454152193028,0.979122976721279,0.8709875,0.9516025,0.8713825,0.9530125,0.8709875,0.9516025,0.8685,0.9506,0.89247311827957,0.988767166042447,0.813069509345794,0.943835830212235,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","IDH","GBM+LGG",0.957822729775353,0.949880620974846,0.8904415,0.8906764,0.8904415,0.8904469,0.901109114741354,0.879774981193146,0.928582868013861,0.981201490301702,0.90292506683913,0.982831340804038,0.84479,0.9338,0.8453925,0.9340025,0.84479,0.9338,0.845705,0.9341,0.834911003236246,0.956055900621118,0.807661290322581,0.942528735632184,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
